id,category,source_group,url,title,type,region,notes,visual_patterns,sales_patterns,czs_relevance,status
NL-0001,newspaper_landing,newshomepages_sites_csv,http://100r.org/,100Reporters,news_homepage,US,NewsHomepages source: Washington; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0392,newspaper_landing,newshomepages_sites_csv,https://www.galesburg.com/,The Galesburg Register-Mail,news_homepage,US,NewsHomepages source: Galesburg; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0393,newspaper_landing,newshomepages_sites_csv,https://www.galvnews.com/,Galveston County Daily News,news_homepage,US,NewsHomepages source: Galveston; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0394,newspaper_landing,newshomepages_sites_csv,https://www.thegardnernews.com/,The Gardner News,news_homepage,US,NewsHomepages source: Gardner; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0395,newspaper_landing,newshomepages_sites_csv,https://www.gastongazette.com/,Gaston Gazette,news_homepage,US,NewsHomepages source: Gastonia; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0396,newspaper_landing,newshomepages_sites_csv,https://www.thegatewaypundit.com/,Gateway Pundit,news_homepage,US,NewsHomepages source: St. Louis; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0397,newspaper_landing,newshomepages_sites_csv,https://www.gawker.com/,Gawker,news_homepage,US,NewsHomepages source: New York City; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0398,newspaper_landing,newshomepages_sites_csv,https://www.gazetadopovo.com.br/,Gazeta do Povo,news_homepage,BR,NewsHomepages source: Curitiba; language pt,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,alta,collected
NL-0399,newspaper_landing,newshomepages_sites_csv,https://www.gazeta.ru/,Gazeta.Ru,news_homepage,RU,NewsHomepages source: Moscow; language ru,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0400,newspaper_landing,newshomepages_sites_csv,https://www.thegazette.com/,Cedar Rapids Gazette,news_homepage,US,NewsHomepages source: Cedar Rapids; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0401,newspaper_landing,newshomepages_sites_csv,https://www.greenbaypressgazette.com/,Green Bay Press-Gazette,news_homepage,US,NewsHomepages source: Green Bay; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0402,newspaper_landing,newshomepages_sites_csv,https://www.growingcommunitymedia.org/,Austin Weekly News,news_homepage,US,NewsHomepages source: Oak Park; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0403,newspaper_landing,newshomepages_sites_csv,https://www.geneseorepublic.com/,Geneseo Republic,news_homepage,US,NewsHomepages source: Geneseo; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0404,newspaper_landing,newshomepages_sites_csv,https://www.straight.com/,The Georgia Straight,news_homepage,CA,NewsHomepages source: Vancouver; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0405,newspaper_landing,newshomepages_sites_csv,https://www.fandom.com/,Fandom,news_homepage,US,NewsHomepages source: San Francisco; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0406,newspaper_landing,newshomepages_sites_csv,https://www.grandforksherald.com/,Grand Forks Herald,news_homepage,US,NewsHomepages source: Grand Forks; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0407,newspaper_landing,newshomepages_sites_csv,https://www.greatfallstribune.com/,Great Falls Tribune,news_homepage,US,NewsHomepages source: Great Falls; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0408,newspaper_landing,newshomepages_sites_csv,https://www.gigharbornow.org/,Gig Harbor Now,news_homepage,US,NewsHomepages source: Gig Harbor; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0409,newspaper_landing,newshomepages_sites_csv,https://gizmodo.com/,Gizmodo,news_homepage,US,NewsHomepages source: San Francisco; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0410,newspaper_landing,newshomepages_sites_csv,https://globalnews.ca/,Global News,news_homepage,CA,NewsHomepages source: Toronto; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0411,newspaper_landing,newshomepages_sites_csv,https://www.theglobeandmail.com/,The Globe and Mail,news_homepage,CA,NewsHomepages source: Toronto; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0412,newspaper_landing,newshomepages_sites_csv,https://www.goerie.com/,GoErie.com,news_homepage,US,NewsHomepages source: Erie; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0413,newspaper_landing,newshomepages_sites_csv,https://www.gosanangelo.com/,The San Angelo Standard-Times,news_homepage,US,NewsHomepages source: San Angelo; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0414,newspaper_landing,newshomepages_sites_csv,https://www.gothamgazette.com/,Gotham Gazettee,news_homepage,US,NewsHomepages source: New York City; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0415,newspaper_landing,newshomepages_sites_csv,https://gothamist.com/,Gothamist,news_homepage,US,NewsHomepages source: New York City; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0416,newspaper_landing,newshomepages_sites_csv,https://www.goupstate.com/,Spartanburg Herald-Journal,news_homepage,US,NewsHomepages source: Spartanburg; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0417,newspaper_landing,newshomepages_sites_csv,https://www.gpb.org/news,Georgia Public Broadcasting,news_homepage,US,NewsHomepages source: Atlanta; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0418,newspaper_landing,newshomepages_sites_csv,https://gradynewsource.uga.edu/,Grady Newsource,news_homepage,US,NewsHomepages source: Athens; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0419,newspaper_landing,newshomepages_sites_csv,http://littlegreenfootballs.com/,Little Green Footballs,news_homepage,US,NewsHomepages source: Los Angeles; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0420,newspaper_landing,newshomepages_sites_csv,https://www.greenvilleonline.com/,Greenville News,news_homepage,US,NewsHomepages source: Greenville; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0421,newspaper_landing,newshomepages_sites_csv,https://grist.org/,Grist,news_homepage,US,NewsHomepages source: Seattle; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0422,newspaper_landing,newshomepages_sites_csv,https://www.gainesvilletimes.com/,Gainesville Times,news_homepage,US,NewsHomepages source: Gainesville; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0423,newspaper_landing,newshomepages_sites_csv,https://theguardian.com/uk,The Guardian,news_homepage,GB,NewsHomepages source: London; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0424,newspaper_landing,newshomepages_sites_csv,https://www.gwinnettdailypost.com,Gwinnett Daily Post,news_homepage,US,NewsHomepages source: Lawrenceville; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0425,newspaper_landing,newshomepages_sites_csv,https://www.haaretz.co.il/,Haaretz,news_homepage,IL,NewsHomepages source: Tel Aviv; language he,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0426,newspaper_landing,newshomepages_sites_csv,https://harpers.org/,Harper’s,news_homepage,US,NewsHomepages source: New York City; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0427,newspaper_landing,newshomepages_sites_csv,https://www.courant.com/,Hartford Courant,news_homepage,US,NewsHomepages source: Hartford; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0428,newspaper_landing,newshomepages_sites_csv,https://www.hattiesburgamerican.com/,Hattiesburg American,news_homepage,US,NewsHomepages source: Hattiesburg; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0429,newspaper_landing,newshomepages_sites_csv,https://www.hellgatenyc.com/,Hell Gate,news_homepage,US,NewsHomepages source: New York City; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0430,newspaper_landing,newshomepages_sites_csv,https://www.kentucky.com/,Lexington Herald-Leader,news_homepage,US,NewsHomepages source: Lexington; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0431,newspaper_landing,newshomepages_sites_csv,https://www.heraldmailmedia.com/,Herald-Mail Media,news_homepage,US,NewsHomepages source: Hagerstown; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0432,newspaper_landing,newshomepages_sites_csv,https://www.heraldscotland.com/,Daily Herald,news_homepage,GB,NewsHomepages source: Scotland; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0433,newspaper_landing,newshomepages_sites_csv,https://www.heraldtribune.com/,Sarasota Herald-Tribune,news_homepage,US,NewsHomepages source: Sarasota; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0434,newspaper_landing,newshomepages_sites_csv,http://hiddencityphila.org/,Hidden City Daily,news_homepage,US,NewsHomepages source: Philadelphia; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0435,newspaper_landing,newshomepages_sites_csv,https://www.hcn.org/,High Country News,news_homepage,US,NewsHomepages source: Paonia; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0436,newspaper_landing,newshomepages_sites_csv,https://www.hawaiitribune-herald.com/,Hawaii Tribune Herald,news_homepage,US,NewsHomepages source: Hilo; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0437,newspaper_landing,newshomepages_sites_csv,https://www.heraldnews.com/,The Fall River Herald News,news_homepage,US,NewsHomepages source: Fall River; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0438,newspaper_landing,newshomepages_sites_csv,https://www.hollandsentinel.com/,hollandsentinel.com,news_homepage,US,NewsHomepages source: Holland; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0439,newspaper_landing,newshomepages_sites_csv,https://www.eveningtribune.com/,The Hornell Evening Tribune,news_homepage,US,NewsHomepages source: Hornell; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0440,newspaper_landing,newshomepages_sites_csv,https://hotair.com/,HotAir,news_homepage,US,NewsHomepages source: Washington; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0441,newspaper_landing,newshomepages_sites_csv,https://www.houstonlanding.org/,Houston Landing,news_homepage,US,NewsHomepages source: Houston; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0442,newspaper_landing,newshomepages_sites_csv,https://www.houmatoday.com/,Houma Today,news_homepage,US,NewsHomepages source: Houma; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0443,newspaper_landing,newshomepages_sites_csv,https://www.houstonchronicle.com/,Houston Chronicle,news_homepage,US,NewsHomepages source: Houston; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0444,newspaper_landing,newshomepages_sites_csv,https://hromadske.ua/,hromadske,news_homepage,UA,NewsHomepages source: Kiev; language uk,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0445,newspaper_landing,newshomepages_sites_csv,https://www.htrnews.com/,Herald Times Reporter,news_homepage,US,NewsHomepages source: Manitowoc; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0446,newspaper_landing,newshomepages_sites_csv,https://www.huffpost.com/,Huffington Post,news_homepage,US,NewsHomepages source: New York City; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0447,newspaper_landing,newshomepages_sites_csv,https://humanevents.com/,Human Events,news_homepage,US,NewsHomepages source: Washington; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0448,newspaper_landing,newshomepages_sites_csv,https://www.humansofnewyork.com/,Humans of New York,news_homepage,US,NewsHomepages source: New York City; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0449,newspaper_landing,newshomepages_sites_csv,https://www.hutchnews.com/,The Hutchinson News,news_homepage,US,NewsHomepages source: Hutchinson; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0450,newspaper_landing,newshomepages_sites_csv,https://harveyworld.org/,Harvey World Herald,news_homepage,US,NewsHomepages source: Harvey; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0451,newspaper_landing,newshomepages_sites_csv,https://www.icij.org/,ICIJ,news_homepage,US,NewsHomepages source: Washington; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0452,newspaper_landing,newshomepages_sites_csv,http://www.idahostatesman.com,Idaho Statesman,news_homepage,US,NewsHomepages source: Boise; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0453,newspaper_landing,newshomepages_sites_csv,https://ilanganews.co.za/,Ilanga,news_homepage,ZA,NewsHomepages source: Durban; language zu,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0454,newspaper_landing,newshomepages_sites_csv,https://www.isolezwelesixhosa.co.za/,I'solezwe lesiXhosa,news_homepage,ZA,NewsHomepages source: East London; language xh,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0455,newspaper_landing,newshomepages_sites_csv,https://ilmanifesto.it/,il manifesto,news_homepage,IT,NewsHomepages source: Rome; language it,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0456,newspaper_landing,newshomepages_sites_csv,https://www.imagekhabar.com/,Imagekhabar,news_homepage,NP,NewsHomepages source: Kathmandu; language ne,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0457,newspaper_landing,newshomepages_sites_csv,https://www.indeonline.com/,The Massillon Independent,news_homepage,US,NewsHomepages source: Massillon; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0458,newspaper_landing,newshomepages_sites_csv,https://www.independent.co.uk/news/uk,The Independent,news_homepage,GB,NewsHomepages source: London; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0459,newspaper_landing,newshomepages_sites_csv,https://www.independent.ie/,Independent.ie,news_homepage,IE,NewsHomepages source: Dublin; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0460,newspaper_landing,newshomepages_sites_csv,https://www.independentmail.com/,Anderson Independent-Mail,news_homepage,US,NewsHomepages source: Anderson; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0461,newspaper_landing,newshomepages_sites_csv,https://indiancountrytoday.com/,Indian Country Today,news_homepage,US,NewsHomepages source: Phoenix; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0462,newspaper_landing,newshomepages_sites_csv,https://www.indiatoday.in/,India Today,news_homepage,IN,NewsHomepages source: Noida; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0463,newspaper_landing,newshomepages_sites_csv,https://www.indystar.com/,The Indianapolis Star,news_homepage,US,NewsHomepages source: Indianapolis; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0464,newspaper_landing,newshomepages_sites_csv,https://inewsource.org/,inewsource,news_homepage,US,NewsHomepages source: San Diego; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0465,newspaper_landing,newshomepages_sites_csv,https://infoamazonia.org/,InfoAmazonia,news_homepage,BR,NewsHomepages source: São Paulo; language pt,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,alta,collected
NL-0466,newspaper_landing,newshomepages_sites_csv,https://www.infowars.com/,Infowars,news_homepage,US,NewsHomepages source: Austin; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0467,newspaper_landing,newshomepages_sites_csv,https://www.injusticewatch.org/,Injustice Watch,news_homepage,US,NewsHomepages source: Chicago; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0468,newspaper_landing,newshomepages_sites_csv,https://insideclimatenews.org/,Inside Climate News,news_homepage,US,NewsHomepages source: Brooklyn; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0469,newspaper_landing,newshomepages_sites_csv,https://inthesetimes.com/,In These Times ,news_homepage,US,NewsHomepages source: Chicago; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0470,newspaper_landing,newshomepages_sites_csv,https://www.iol.co.za/,Independent Online,news_homepage,ZA,NewsHomepages source: Cape Town; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0471,newspaper_landing,newshomepages_sites_csv,https://www.sentinel-standard.com/,Ionia Sentinel-Standard,news_homepage,US,NewsHomepages source: Ionia; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0472,newspaper_landing,newshomepages_sites_csv,https://www.iowapublicradio.org/,Iowa Public Radio,news_homepage,US,NewsHomepages source: Des Moines; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0473,newspaper_landing,newshomepages_sites_csv,https://www.irishcatholic.com/,Irish Catholic,news_homepage,IE,NewsHomepages source: Dublin; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0474,newspaper_landing,newshomepages_sites_csv,https://www.irishexaminer.com/,Irish Examiner,news_homepage,IE,NewsHomepages source: Dublin; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0475,newspaper_landing,newshomepages_sites_csv,https://www.irishtimes.com/,Irish Times,news_homepage,IE,NewsHomepages source: Dublin; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0476,newspaper_landing,newshomepages_sites_csv,http://www.islandpacket.com,The Island Packet,news_homepage,US,NewsHomepages source: Hilton Head Island; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0477,newspaper_landing,newshomepages_sites_csv,https://www.israelhayom.co.il/,Israel Hayom,news_homepage,IL,NewsHomepages source: Tel Aviv; language he,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0478,newspaper_landing,newshomepages_sites_csv,https://www.ithacajournal.com/,Ithaca Journal,news_homepage,US,NewsHomepages source: Ithaca; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0479,newspaper_landing,newshomepages_sites_csv,https://iz.ru/,Izvestia,news_homepage,RU,NewsHomepages source: Moscow; language ru,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0480,newspaper_landing,newshomepages_sites_csv,https://www.jhnewsandguide.com/,Jackson Hole News&Guide,news_homepage,US,NewsHomepages source: Jackson Hole; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0481,newspaper_landing,newshomepages_sites_csv,https://jacobin.com/,Jacobin,news_homepage,US,NewsHomepages source: New York City; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0482,newspaper_landing,newshomepages_sites_csv,https://www.jagran.com/,Dainik Jagram,news_homepage,IN,NewsHomepages source: Kanpur; language hi,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0483,newspaper_landing,newshomepages_sites_csv,https://www.jacksonville.com/,Florida Times-Union,news_homepage,US,NewsHomepages source: Jacksonville; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0484,newspaper_landing,newshomepages_sites_csv,https://www.jconline.com/,Lafayette Journal & Courier,news_homepage,US,NewsHomepages source: Lafayette; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0485,newspaper_landing,newshomepages_sites_csv,https://www.journaldemontreal.com/,La Journal de Montréal,news_homepage,CA,NewsHomepages source: Montreal; language fr,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0486,newspaper_landing,newshomepages_sites_csv,https://www.jdnews.com/,"The Daily News - Jacksonville, NC",news_homepage,US,NewsHomepages source: Jacksonville; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0487,newspaper_landing,newshomepages_sites_csv,https://www.jpost.com/,Jerusalem Post,news_homepage,IL,NewsHomepages source: Jerusalem; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0488,newspaper_landing,newshomepages_sites_csv,https://jessica.substack.com/,All in Her Head,news_homepage,US,NewsHomepages source: Brooklyn; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0489,newspaper_landing,newshomepages_sites_csv,https://www.jewishcurrents.org/,Jewish Currents,news_homepage,US,NewsHomepages source: Brooklyn; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0490,newspaper_landing,newshomepages_sites_csv,https://jezebel.com/,Jezebel,news_homepage,US,NewsHomepages source: New York City; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0491,newspaper_landing,newshomepages_sites_csv,https://www.jiji.com/,Jiji,news_homepage,JP,NewsHomepages source: Tokyo; language ja,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0492,newspaper_landing,newshomepages_sites_csv,https://www.yomiuri.co.jp/,Yomiuri shinbun,news_homepage,JP,NewsHomepages source: Tokyo; language ja,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0493,newspaper_landing,newshomepages_sites_csv,https://johncombest.com/,John Combest,news_homepage,US,NewsHomepages source: Jefferson City; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0494,newspaper_landing,newshomepages_sites_csv,https://www.joplinglobe.com/,Joplin Globe,news_homepage,US,NewsHomepages source: Joplin; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0495,newspaper_landing,newshomepages_sites_csv,https://www.jb.com.br/,Jornal do Brasil,news_homepage,BR,NewsHomepages source: Rio de Janeiro; language pt,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,alta,collected
NL-0496,newspaper_landing,newshomepages_sites_csv,https://oglobo.globo.com/,O Globo,news_homepage,BR,NewsHomepages source: Rio de Janeiro; language pt,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,alta,collected
NL-0497,newspaper_landing,newshomepages_sites_csv,https://www.jsonline.com/,Milwaukee Journal Sentinel,news_homepage,US,NewsHomepages source: Milwaukee; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0498,newspaper_landing,newshomepages_sites_csv,https://www.journalstandard.com/,Freeport Journal-Standard,news_homepage,US,NewsHomepages source: Freeport; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0499,newspaper_landing,newshomepages_sites_csv,https://journalstar.com/,Lincoln Journal Star,news_homepage,US,NewsHomepages source: Lincoln; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
NL-0500,newspaper_landing,newshomepages_sites_csv,https://daily.jstor.org/,JSTOR Daily,news_homepage,US,NewsHomepages source: New York City; language en,editorial hierarchy; live news surface; source and timestamp discipline,audience trust; local authority; daily attention inventory,media,collected
TL-0001,technology_landing,lapa_ninja_sitemap,https://www.lapa.ninja/post/polar,polar,landing_reference,global,Collected from design/landing inspiration sitemap for visual benchmark,product proof; typography; motion; conversion hierarchy,CTA clarity; proof blocks; feature-to-value translation,media,collected
TL-0002,technology_landing,lapa_ninja_sitemap,https://www.lapa.ninja/post/mk,mk,landing_reference,global,Collected from design/landing inspiration sitemap for visual benchmark,product proof; typography; motion; conversion hierarchy,CTA clarity; proof blocks; feature-to-value translation,media,collected
TL-0003,technology_landing,lapa_ninja_sitemap,https://www.lapa.ninja/post/idyllic,idyllic,landing_reference,global,Collected from design/landing inspiration sitemap for visual benchmark,product proof; typography; motion; conversion hierarchy,CTA clarity; proof blocks; feature-to-value translation,media,collected
TL-0004,technology_landing,lapa_ninja_sitemap,https://www.lapa.ninja/post/houseofhoney,houseofhoney,landing_reference,global,Collected from design/landing inspiration sitemap for visual benchmark,product proof; typography; motion; conversion hierarchy,CTA clarity; proof blocks; feature-to-value translation,media,collected
TL-0005,technology_landing,lapa_ninja_sitemap,https://www.lapa.ninja/post/cosmos-2,cosmos-2,landing_reference,global,Collected from design/landing inspiration sitemap for visual benchmark,product proof; typography; motion; conversion hierarchy,CTA clarity; proof blocks; feature-to-value translation,media,collected
TL-0006,technology_landing,lapa_ninja_sitemap,https://www.lapa.ninja/post/contralabs,contralabs,landing_reference,global,Collected from design/landing inspiration sitemap for visual benchmark,product proof; typography; motion; conversion hierarchy,CTA clarity; proof blocks; feature-to-value translation,media,collected
